gene_name,cell_type,is_tf,source,category
COL5A1,myofibroblasts,False,panglao,myofibroblast
COL12A1,myofibroblasts,False,panglao,myofibroblast
IGFBP5,myofibroblasts,False,panglao,myofibroblast
COL6A1,myofibroblasts,False,panglao,myofibroblast
FBN1,myofibroblasts,False,panglao,myofibroblast
ISLR,myofibroblasts,False,panglao,myofibroblast
PCDH18,myofibroblasts,False,panglao,myofibroblast
CALD1,myofibroblasts,False,panglao,myofibroblast
SVEP1,myofibroblasts,False,panglao,myofibroblast
MMP2,myofibroblasts,False,panglao,myofibroblast
LAMB2,myofibroblasts,False,panglao,myofibroblast
PARVA,myofibroblasts,False,panglao,myofibroblast
COL3A1,myofibroblasts,False,panglao,myofibroblast
COL14A1,myofibroblasts,False,panglao,myofibroblast
LMOD1,myofibroblasts,False,panglao,myofibroblast
TIMP3,myofibroblasts,False,panglao,myofibroblast
COL4A1,myofibroblasts,False,panglao,myofibroblast
COL4A2,myofibroblasts,False,panglao,myofibroblast
FSTL1,myofibroblasts,False,panglao,myofibroblast
EDNRA,myofibroblasts,False,panglao,myofibroblast
COL1A2,myofibroblasts,False,panglao,myofibroblast
MXRA5,myofibroblasts,False,panglao,myofibroblast
MYL9,myofibroblasts,False,panglao,myofibroblast
LRP1,myofibroblasts,False,panglao,myofibroblast
TAGLN,myofibroblasts,False,panglao,myofibroblast
MRGPRF,myofibroblasts,False,panglao,myofibroblast
AQP1,myofibroblasts,False,panglao,myofibroblast
PLSCR4,myofibroblasts,False,panglao,myofibroblast
CRYAB,myofibroblasts,False,panglao,myofibroblast
PLPP3,myofibroblasts,False,panglao,myofibroblast
TNS1,myofibroblasts,False,panglao,myofibroblast
TNS2,myofibroblasts,False,panglao,myofibroblast
ADAM33,myofibroblasts,False,panglao,myofibroblast
ADGRL4,myofibroblasts,False,panglao,myofibroblast
FIBIN,myofibroblasts,False,panglao,myofibroblast
MEDAG,myofibroblasts,False,panglao,myofibroblast
BGN,myofibroblasts,False,panglao,myofibroblast
PODN,myofibroblasts,False,panglao,myofibroblast
FMOD,myofibroblasts,False,panglao,myofibroblast
ANGPTL2,myofibroblasts,False,panglao,myofibroblast
OLFML3,myofibroblasts,False,panglao,myofibroblast
PDGFRB,myofibroblasts,False,panglao,myofibroblast
PDGFRA,myofibroblasts,False,panglao,myofibroblast
CXCL12,myofibroblasts,False,panglao,myofibroblast
FAP,myofibroblasts,False,panglao,myofibroblast
POSTN,myofibroblasts,False,panglao,myofibroblast
COL6A3,myofibroblasts,False,panglao,myofibroblast
HTRA1,myofibroblasts,False,panglao,myofibroblast
C1QTNF5,myofibroblasts,False,panglao,myofibroblast
ACTA2,myofibroblasts,False,panglao,myofibroblast
MFAP4,myofibroblasts,False,panglao,myofibroblast
HSPB6,myofibroblasts,False,panglao,myofibroblast
HSPB2,myofibroblasts,False,panglao,myofibroblast
SOD3,myofibroblasts,False,panglao,myofibroblast
DCN,myofibroblasts,False,panglao,myofibroblast
C1R,myofibroblasts,False,panglao,myofibroblast
C1S,myofibroblasts,False,panglao,myofibroblast
LAMA2,myofibroblasts,False,panglao,myofibroblast
THBS2,myofibroblasts,False,panglao,myofibroblast
ADAMTS5,myofibroblasts,False,panglao,myofibroblast
TPM2,myofibroblasts,False,panglao,myofibroblast
DKK3,myofibroblasts,False,panglao,myofibroblast
DES,myofibroblasts,False,panglao,myofibroblast
TPM1,myofibroblasts,False,panglao,myofibroblast
FLNC,myofibroblasts,False,panglao,myofibroblast
CDH11,myofibroblasts,False,panglao,myofibroblast
CNN1,myofibroblasts,False,panglao,myofibroblast
EFEMP2,myofibroblasts,False,panglao,myofibroblast
MYOCD,myofibroblasts,False,panglao,myofibroblast
LAMA4,myofibroblasts,False,panglao,myofibroblast
ADAMTSL1,myofibroblasts,False,panglao,myofibroblast
LDB2,myofibroblasts,False,panglao,myofibroblast
TMEM47,myofibroblasts,False,panglao,myofibroblast
NTM,myofibroblasts,False,panglao,myofibroblast
THY1,myofibroblasts,False,panglao,myofibroblast
PRKG1,myofibroblasts,False,panglao,myofibroblast
SULF1,myofibroblasts,False,panglao,myofibroblast
GFAP,myofibroblasts,False,panglao,myofibroblast
GJA1,myofibroblasts,False,panglao,myofibroblast
DAAM2,myofibroblasts,False,panglao,myofibroblast
PTN,myofibroblasts,False,panglao,myofibroblast
MYLK,myofibroblasts,True,panglao,myofibroblast
FN1,myofibroblasts,False,panglao,myofibroblast
PPP1R3C,myofibroblasts,False,panglao,myofibroblast
RASL12,myofibroblasts,False,panglao,myofibroblast
CCDC80,myofibroblasts,False,panglao,myofibroblast
COL16A1,myofibroblasts,False,panglao,myofibroblast
SLIT3,myofibroblasts,False,panglao,myofibroblast
PAMR1,myofibroblasts,False,panglao,myofibroblast
FBXL7,myofibroblasts,False,panglao,myofibroblast
SPARC,myofibroblasts,False,panglao,myofibroblast
DDR2,myofibroblasts,False,panglao,myofibroblast
ELN,myofibroblasts,False,panglao,myofibroblast
TEK,myofibroblasts,False,panglao,myofibroblast
PALLD,myofibroblasts,False,panglao,myofibroblast
PHLDB1,myofibroblasts,False,panglao,myofibroblast
ESRP1,pluripotent_stem_cells,True,panglao,ipsc
SPN,pluripotent_stem_cells,False,panglao,ipsc
GATA2,pluripotent_stem_cells,True,panglao,ipsc
ALPL,pluripotent_stem_cells,False,panglao,ipsc
LIN28B,pluripotent_stem_cells,True,panglao,ipsc
TERT,pluripotent_stem_cells,False,panglao,ipsc
ZSCAN10,pluripotent_stem_cells,True,panglao,ipsc
GDF3,pluripotent_stem_cells,False,panglao,ipsc
TEX19,pluripotent_stem_cells,False,panglao,ipsc
NANOG,pluripotent_stem_cells,True,panglao,ipsc
TDGF1,pluripotent_stem_cells,False,panglao,ipsc
FGF4,pluripotent_stem_cells,False,panglao,ipsc
SOX2,pluripotent_stem_cells,True,panglao,ipsc
SALL4,pluripotent_stem_cells,True,panglao,ipsc
DNMT3B,pluripotent_stem_cells,False,panglao,ipsc
DPPA2,pluripotent_stem_cells,False,panglao,ipsc
ZFX,pluripotent_stem_cells,True,panglao,ipsc
POU5F1,pluripotent_stem_cells,True,panglao,ipsc
NR6A1,pluripotent_stem_cells,True,panglao,ipsc
CLDN6,pluripotent_stem_cells,False,panglao,ipsc
ZIC3,pluripotent_stem_cells,True,panglao,ipsc
CHEK2,pluripotent_stem_cells,False,panglao,ipsc
TRIM71,pluripotent_stem_cells,False,panglao,ipsc
LIN28A,pluripotent_stem_cells,True,panglao,ipsc
HES3,pluripotent_stem_cells,False,panglao,ipsc
CRYGEP,pluripotent_stem_cells,False,panglao,ipsc
VRTN,pluripotent_stem_cells,False,panglao,ipsc
SLC7A3,pluripotent_stem_cells,False,panglao,ipsc
OTX2,pluripotent_stem_cells,True,panglao,ipsc
VASH2,pluripotent_stem_cells,False,panglao,ipsc
NANOGP8,pluripotent_stem_cells,True,panglao,ipsc
NKX1-2,pluripotent_stem_cells,True,panglao,ipsc
CCNA2,pluripotent_stem_cells,False,panglao,ipsc
PFAS,pluripotent_stem_cells,False,panglao,ipsc
CENPF,pluripotent_stem_cells,False,panglao,ipsc
CHEK1,pluripotent_stem_cells,False,panglao,ipsc
TRIM32,pluripotent_stem_cells,False,panglao,ipsc
GINS1,pluripotent_stem_cells,False,panglao,ipsc
SUPT16H,pluripotent_stem_cells,False,panglao,ipsc
KNOP1,pluripotent_stem_cells,False,panglao,ipsc
LIG3,pluripotent_stem_cells,False,panglao,ipsc
MSH2,pluripotent_stem_cells,False,panglao,ipsc
WDHD1,pluripotent_stem_cells,False,panglao,ipsc
DEPDC1B,pluripotent_stem_cells,False,panglao,ipsc
SGO1,pluripotent_stem_cells,False,panglao,ipsc
BUB1B,pluripotent_stem_cells,False,panglao,ipsc
FANCD2,pluripotent_stem_cells,False,panglao,ipsc
MSH6,pluripotent_stem_cells,False,panglao,ipsc
DNA2,pluripotent_stem_cells,False,panglao,ipsc
MAD2L1,pluripotent_stem_cells,False,panglao,ipsc
KDM1A,pluripotent_stem_cells,False,panglao,ipsc
SRSF1,pluripotent_stem_cells,False,panglao,ipsc
CCNF,pluripotent_stem_cells,False,panglao,ipsc
HNRNPU,pluripotent_stem_cells,False,panglao,ipsc
SEPHS1,pluripotent_stem_cells,False,panglao,ipsc
E2F5,pluripotent_stem_cells,True,panglao,ipsc
KNTC1,pluripotent_stem_cells,False,panglao,ipsc
FANCI,pluripotent_stem_cells,False,panglao,ipsc
PLK4,pluripotent_stem_cells,False,panglao,ipsc
NASP,pluripotent_stem_cells,False,panglao,ipsc
TERF1,pluripotent_stem_cells,True,panglao,ipsc
NDC80,pluripotent_stem_cells,False,panglao,ipsc
NCL,pluripotent_stem_cells,False,panglao,ipsc
ZGRF1,pluripotent_stem_cells,False,panglao,ipsc
SET,pluripotent_stem_cells,False,panglao,ipsc
BLM,pluripotent_stem_cells,False,panglao,ipsc
CDCA7,pluripotent_stem_cells,False,panglao,ipsc
TTF2,pluripotent_stem_cells,False,panglao,ipsc
CHAF1A,pluripotent_stem_cells,False,panglao,ipsc
PPAT,pluripotent_stem_cells,False,panglao,ipsc
RCC2,pluripotent_stem_cells,False,panglao,ipsc
PAICS,pluripotent_stem_cells,False,panglao,ipsc
RFC4,pluripotent_stem_cells,False,panglao,ipsc
RFC3,pluripotent_stem_cells,True,panglao,ipsc
CBX2,pluripotent_stem_cells,False,panglao,ipsc
NCOA5,pluripotent_stem_cells,False,panglao,ipsc
CDC7,pluripotent_stem_cells,False,panglao,ipsc
NAP1L1,pluripotent_stem_cells,True,panglao,ipsc
CDC6,pluripotent_stem_cells,False,panglao,ipsc
TICRR,pluripotent_stem_cells,False,panglao,ipsc
FUBP1,pluripotent_stem_cells,True,panglao,ipsc
CENPH,pluripotent_stem_cells,False,panglao,ipsc
MCM4,pluripotent_stem_cells,False,panglao,ipsc
MCM3,pluripotent_stem_cells,False,panglao,ipsc
KIF11,pluripotent_stem_cells,False,panglao,ipsc
PIF1,pluripotent_stem_cells,False,panglao,ipsc
SUV39H2,pluripotent_stem_cells,False,panglao,ipsc
PSIP1,pluripotent_stem_cells,False,panglao,ipsc
GMPS,pluripotent_stem_cells,False,panglao,ipsc
MCM10,pluripotent_stem_cells,False,panglao,ipsc
PRDM14,pluripotent_stem_cells,True,panglao,ipsc
HK2,pluripotent_stem_cells,False,panglao,ipsc
ORC1,pluripotent_stem_cells,False,panglao,ipsc
NPM1,pluripotent_stem_cells,False,panglao,ipsc
SMARCC1,pluripotent_stem_cells,True,panglao,ipsc
HELLS,pluripotent_stem_cells,False,panglao,ipsc
PRMT8,pluripotent_stem_cells,False,panglao,ipsc
ATAD5,pluripotent_stem_cells,False,panglao,ipsc
PARP1,pluripotent_stem_cells,True,panglao,ipsc
RFWD3,pluripotent_stem_cells,False,panglao,ipsc
AUNIP,pluripotent_stem_cells,False,panglao,ipsc
NUP107,pluripotent_stem_cells,True,panglao,ipsc
PHF6,pluripotent_stem_cells,False,panglao,ipsc
ERCC6L,pluripotent_stem_cells,False,panglao,ipsc
ZNF296,pluripotent_stem_cells,True,panglao,ipsc
MCM8,pluripotent_stem_cells,False,panglao,ipsc
HDAC2,pluripotent_stem_cells,True,panglao,ipsc
FOXI3,pluripotent_stem_cells,False,panglao,ipsc
FBXO5,pluripotent_stem_cells,False,panglao,ipsc
BEND3,pluripotent_stem_cells,False,panglao,ipsc
BUB1,pluripotent_stem_cells,False,panglao,ipsc
HNRNPA1,pluripotent_stem_cells,True,panglao,ipsc
LUM,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
PRRX1,pulmonary_vascular_smooth_muscle_cells,True,panglao,muscle
COL1A1,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
COL5A2,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
COL5A1,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
FBN1,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
DPT,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
ISLR,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
PCDH18,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
CALD1,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
SVEP1,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
ZNF521,pulmonary_vascular_smooth_muscle_cells,True,panglao,muscle
MMP2,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
COL3A1,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
COL14A1,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
LMOD1,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
PCOLCE,pulmonary_vascular_smooth_muscle_cells,False,panglao,muscle
